product_title,product_url,product_image,product_brand_type,product_brand_name,product_offers_type,product_offers_price,product_offers_priceCurrency,product_rating_value,product_reviewCount,sale_price,sale_price_currency
Seneca Quote Print ~ Words To Live By ~ Seneca Quote ~ Famous Quotes ~ Quotes About Life ~ Best Selling Art ~ DIGITAL PRODUCT,https://www.etsy.com/listing/1446752144/seneca-quote-print-words-to-live-by,https://i.etsystatic.com/41234143/r/il/88e4e5/4816312760/il_fullxfull.4816312760_2fmn.jpg,Brand,FlowStatePrintStudio,Offer,6.85,USD,5,2,3.00,USD
Mint Natural Lip Balm Chapstick | Peppermint lip balm | Charlotte&#39;s Lab | top selling items | natural skincare,https://www.etsy.com/listing/600353119/mint-natural-lip-balm-chapstick,https://i.etsystatic.com/11558881/r/il/c132cf/1495068044/il_fullxfull.1495068044_rsyw.jpg,Brand,CharlottesLab,Offer,6.01,USD,4.8939,679,3.00,USD
Best Seller! Pheromones Formula- Pumpkin & Lavender Perfume Oil with Pheromones- Roll On Perfume- Gift for Friend- Handmade,https://www.etsy.com/listing/118375301/best-seller-pheromones-formula-pumpkin,https://i.etsystatic.com/6643836/r/il/ab0ff6/3309615311/il_fullxfull.3309615311_py5b.jpg,Brand,shopbelleandblaire,Offer,24.00,USD,4.9005,3812,3.00,USD
"Succulent earrings, succulent jewelry, popular right now, stud earrings, hypoallergenic, best selling items, gift for her, boho jewelry",https://www.etsy.com/listing/653378835/succulent-earrings-succulent-jewelry,https://i.etsystatic.com/18644795/r/il/0c23fa/1798505540/il_fullxfull.1798505540_bn7i.jpg,Brand,JWDesignsByBrittney,Offer,12.00,USD,4.9714,380,3.00,USD
How To Sell On Etsy | Etsy Seller Account | Etsy Sellers Guide | 40 Free Etsy Listings | How To Sell Digital Products On Etsy.,https://www.etsy.com/listing/1373679304/how-to-sell-on-etsy-etsy-seller-account,https://i.etsystatic.com/37592348/r/il/4752f2/4543793159/il_fullxfull.4543793159_b78d.jpg,Brand,SparklingSouth,Offer,4.00,USD,4.6969,320,3.00,USD
"best selling mugs,best selling items,top selling items",https://www.etsy.com/listing/1539420322/best-selling-mugsbest-selling-itemstop,https://i.etsystatic.com/45087657/r/il/26aeb1/5277799061/il_fullxfull.5277799061_jw2c.jpg,Brand,AvaJae512,Offer,24.83,USD,4.8571,7,3.00,USD
PNG Sublimation File - Retro Floral Mama Digital Product Commercial Personal,https://www.etsy.com/listing/1505086364/png-sublimation-file-retro-floral-mama,https://i.etsystatic.com/44546051/r/il/92875a/5071142550/il_fullxfull.5071142550_25ij.jpg,Brand,SamannaOliverDesigns,Offer,1.50,USD,3.5,2,1.50,USD
"Chios Mastiha / Mastic Gum  Medium Tears, 10g / 0.35 Oz Bag. Product of Chios, Greece. Best selling Brand in the US.",https://www.etsy.com/listing/827134322/chios-mastiha-mastic-gum-medium-tears,https://i.etsystatic.com/21289008/r/il/093715/5043343519/il_fullxfull.5043343519_3p7y.jpg,Brand,HestiaFoods,Offer,9.98,USD,4.8182,276,1.50,USD
Best-selling Etsy jewelry /Trendy heishi necklaces 9 colors,https://www.etsy.com/listing/990816920/best-selling-etsy-jewelry-trendy-heishi,https://i.etsystatic.com/19081110/r/il/edb5a6/3076026493/il_fullxfull.3076026493_lawd.jpg,Brand,INVICTUSB,Offer,22.28,USD,4.528,548,1.50,USD
"Queen, Freddie. Art, Print, Spiral Notebook, Best Selling Items, Back to School",https://www.etsy.com/listing/655037948/queen-freddie-art-print-spiral-notebook,https://i.etsystatic.com/17454206/r/il/bff581/1723656116/il_fullxfull.1723656116_3r9h.jpg,Brand,Savaq,Offer,20.99,USD,5,460,1.50,USD
Leather Bangle - Picasso Seed Bead Bracelet - Womens Bracelet - Everyday Bracelet - Stacking Bracelet  - Best Selling Item - Choose 1 Charm,https://www.etsy.com/listing/240754244/leather-bangle-picasso-seed-bead,https://i.etsystatic.com/5454415/r/il/59bb5c/803014004/il_fullxfull.803014004_am80.jpg,Brand,DesignsbyNoa,Offer,24.95,USD,4.8,872,1.50,USD
How I make Over 100 a month Selling on ETSY: Learn how to sell on etsy and make a profit - 0% Etsy Ads # 1Best Seller Ebook,https://www.etsy.com/listing/1563868441/how-i-make-over-100-a-month-selling-on,https://i.etsystatic.com/43288804/r/il/db1a21/5325782595/il_fullxfull.5325782595_37e3.jpg,Brand,BookCaseCo,Offer,57.44,USD,3.3333,9,1.50,USD
Irish Coffee Mug | Best Sellers 2022 | Gifts For Him Christmas Whiskey | Stoneware,https://www.etsy.com/listing/1309359829/irish-coffee-mug-best-sellers-2022-gifts,https://i.etsystatic.com/25912950/r/il/7b9cda/4190749912/il_fullxfull.4190749912_gudm.jpg,Brand,EastJabipVintage,Offer,15.98,USD,4.6923,22,1.50,USD
"Let Your Faith Be Bigger Than Your Fears shirt,Christian Apparel,Religious Tee,Women&#39;s Grateful Shirt,Christian Shirt,Faith Hope Love Shirt",https://www.etsy.com/listing/913151512/let-your-faith-be-bigger-than-your-fears,https://i.etsystatic.com/25604089/r/il/19dd91/2789325827/il_fullxfull.2789325827_fdyo.jpg,Brand,CustomTeaShirt,Offer,14.99,USD,4.8504,54886,1.50,USD
